Customer ID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_Score,segment
15413.00,327,5,6798.72,1,4,5.00,14,at_Risk
15416.00,114,3,588.50,2,3,3.00,23,at_Risk
15418.00,61,2,452.32,3,3,2.00,33,need_attention
15420.00,70,6,743.00,3,5,3.00,35,loyal_customers
15421.00,21,6,2854.98,4,5,5.00,45,loyal_customers
15422.00,15,5,1522.27,5,4,4.00,54,champions
15423.00,217,2,223.39,1,3,1.00,13,at_Risk
15424.00,99,1,214.44,2,1,1.00,21,hibernating
15425.00,36,4,1944.57,4,4,4.00,44,loyal_customers
15426.00,5,5,1168.00,5,4,4.00,54,champions
15428.00,23,3,668.97,4,3,3.00,43,potential_loyalists
15430.00,103,2,954.75,2,3,3.00,23,at_Risk
15431.00,138,1,153.24,2,1,1.00,21,hibernating
15432.00,177,1,149.57,1,1,1.00,11,hibernating
15434.00,10,6,1525.58,5,5,4.00,55,champions
15437.00,276,1,193.29,1,1,1.00,11,hibernating
15439.00,40,4,1269.05,3,4,4.00,34,loyal_customers
15441.00,32,3,1254.21,4,3,4.00,43,potential_loyalists
15443.00,110,7,1939.02,2,5,4.00,25,cant_loose
15445.00,226,1,171.00,1,1,1.00,11,hibernating
15446.00,12,3,406.95,5,3,2.00,53,potential_loyalists
15447.00,163,4,337.71,2,4,2.00,24,at_Risk
15448.00,310,1,294.17,1,1,2.00,11,hibernating
15451.00,70,2,233.21,3,3,1.00,33,need_attention
15452.00,26,3,1260.38,4,3,4.00,43,potential_loyalists
15454.00,254,1,128.59,1,1,1.00,11,hibernating
15455.00,233,1,38.25,1,1,1.00,11,hibernating
15456.00,39,7,1672.05,3,5,4.00,35,loyal_customers
15458.00,38,1,208.80,3,1,1.00,31,about_to_sleep
15459.00,53,2,202.83,3,3,1.00,33,need_attention
15461.00,96,2,429.70,2,3,2.00,23,at_Risk
15462.00,81,1,502.45,2,1,2.00,21,hibernating
15465.00,5,15,5301.03,5,5,5.00,55,champions
15466.00,25,3,1236.48,4,3,4.00,43,potential_loyalists
15468.00,28,1,962.97,4,1,3.00,41,promising
15469.00,74,1,335.70,2,1,2.00,21,hibernating
15470.00,211,1,63.42,1,1,1.00,11,hibernating
15471.00,16,2,847.08,4,3,3.00,43,potential_loyalists
15473.00,80,1,274.80,2,1,2.00,21,hibernating
15474.00,231,1,163.10,1,1,1.00,11,hibernating
15476.00,16,4,2209.98,4,4,5.00,44,loyal_customers
15477.00,285,1,368.40,1,1,2.00,11,hibernating
15478.00,211,1,583.56,1,1,3.00,11,hibernating
15479.00,369,1,147.40,1,1,1.00,11,hibernating
15480.00,101,4,5373.50,2,4,5.00,24,at_Risk
15481.00,37,1,1993.34,3,1,4.00,31,about_to_sleep
15482.00,22,7,3537.60,4,5,5.00,45,loyal_customers
15483.00,21,6,628.39,4,5,3.00,45,loyal_customers
15484.00,176,2,1061.69,2,3,4.00,23,at_Risk
15485.00,9,5,3196.51,5,4,5.00,54,champions
15486.00,163,1,102.00,2,1,1.00,21,hibernating
15487.00,315,1,231.32,1,1,1.00,11,hibernating
15488.00,92,4,340.60,2,4,2.00,24,at_Risk
15489.00,36,5,1285.33,4,4,4.00,44,loyal_customers
15490.00,66,1,217.60,3,1,1.00,31,about_to_sleep
15493.00,25,4,2313.18,4,4,5.00,44,loyal_customers
15494.00,114,3,2480.82,2,3,5.00,23,at_Risk
15495.00,15,1,246.50,5,1,1.00,51,new_customers
15496.00,267,1,146.14,1,1,1.00,11,hibernating
15497.00,18,7,7395.19,4,5,5.00,45,loyal_customers
15498.00,2,19,12723.18,5,5,5.00,55,champions
15499.00,359,1,161.60,1,1,1.00,11,hibernating
15501.00,40,2,402.50,3,3,2.00,33,need_attention
15502.00,4,5,3608.54,5,4,5.00,54,champions
15503.00,362,1,120.06,1,1,1.00,11,hibernating
15504.00,156,3,371.02,2,3,2.00,23,at_Risk
15506.00,17,3,1060.77,4,3,4.00,43,potential_loyalists
15509.00,16,1,166.51,4,1,1.00,41,promising
15512.00,26,2,210.58,4,3,1.00,43,potential_loyalists
15513.00,1,18,12992.33,5,5,5.00,55,champions
15514.00,15,7,2459.09,5,5,5.00,55,champions
15515.00,23,1,171.81,4,1,1.00,41,promising
15518.00,15,7,2276.49,5,5,5.00,55,champions
15519.00,19,2,344.61,4,3,2.00,43,potential_loyalists
15521.00,36,8,4106.49,4,5,5.00,45,loyal_customers
15523.00,24,15,16947.98,4,5,5.00,45,loyal_customers
15524.00,242,1,151.40,1,1,1.00,11,hibernating
15525.00,9,2,469.78,5,3,2.00,53,potential_loyalists
15527.00,30,15,3145.86,4,5,5.00,45,loyal_customers
15529.00,2,2,1116.72,5,3,4.00,53,potential_loyalists
15530.00,148,1,311.37,2,1,2.00,21,hibernating
15532.00,12,6,2190.97,5,5,5.00,55,champions
15534.00,361,1,162.25,1,1,1.00,11,hibernating
15535.00,40,2,551.42,3,3,3.00,33,need_attention
15536.00,45,1,259.09,3,1,2.00,31,about_to_sleep
15538.00,173,6,3358.40,2,5,5.00,25,cant_loose
15540.00,11,1,247.38,5,1,1.00,51,new_customers
15542.00,148,3,918.45,2,3,3.00,23,at_Risk
15543.00,95,1,114.98,2,1,1.00,21,hibernating
15544.00,8,12,4615.72,5,5,5.00,55,champions
15545.00,7,1,135.33,5,1,1.00,51,new_customers
15546.00,242,2,1079.10,1,3,4.00,13,at_Risk
15547.00,12,12,5199.55,5,5,5.00,55,champions
15548.00,231,1,158.09,1,1,1.00,11,hibernating
15549.00,57,5,652.70,3,4,3.00,34,loyal_customers
15550.00,14,8,1643.17,5,5,4.00,55,champions
15551.00,30,6,1274.02,4,5,4.00,45,loyal_customers
15552.00,259,1,162.40,1,1,1.00,11,hibernating
15555.00,1,22,7307.18,5,5,5.00,55,champions
15558.00,275,1,214.13,1,1,1.00,11,hibernating
15559.00,204,1,1109.40,1,1,4.00,11,hibernating
15560.00,33,2,153.52,4,3,1.00,43,potential_loyalists
15561.00,19,4,1133.80,4,4,4.00,44,loyal_customers
15562.00,60,2,538.83,3,3,3.00,33,need_attention
15563.00,150,3,1466.56,2,3,4.00,23,at_Risk
15564.00,99,2,70.74,2,3,1.00,23,at_Risk
15566.00,28,2,227.87,4,3,1.00,43,potential_loyalists
15569.00,26,5,2210.64,4,4,5.00,44,loyal_customers
15570.00,5,14,5145.52,5,5,5.00,55,champions
15571.00,22,10,3401.20,4,5,5.00,45,loyal_customers
15572.00,16,3,1515.81,4,3,4.00,43,potential_loyalists
15573.00,254,3,599.73,1,3,3.00,13,at_Risk
15574.00,8,3,816.45,5,3,3.00,53,potential_loyalists
15575.00,255,1,30.10,1,1,1.00,11,hibernating
15577.00,359,2,139.10,1,3,1.00,13,at_Risk
15579.00,19,3,953.90,4,3,3.00,43,potential_loyalists
15580.00,12,8,1381.19,5,5,4.00,55,champions
15581.00,2,26,4114.62,5,5,5.00,55,champions
15583.00,12,1,107.86,5,1,1.00,51,new_customers
15584.00,35,2,552.39,4,3,3.00,43,potential_loyalists
15586.00,228,3,1139.10,1,3,4.00,13,at_Risk
15587.00,28,3,608.40,4,3,3.00,43,potential_loyalists
15588.00,313,1,579.60,1,1,3.00,11,hibernating
15590.00,18,5,1496.60,4,4,4.00,44,loyal_customers
15591.00,218,3,217.90,1,3,1.00,13,at_Risk
15595.00,123,1,357.60,2,1,2.00,21,hibernating
15596.00,1,5,1723.45,5,4,4.00,54,champions
15597.00,211,1,238.80,1,1,1.00,11,hibernating
15598.00,63,1,307.34,3,1,2.00,31,about_to_sleep
15599.00,81,1,488.32,2,1,2.00,21,hibernating
15600.00,64,4,1199.31,3,4,4.00,34,loyal_customers
15601.00,8,17,8183.56,5,5,5.00,55,champions
15602.00,4,8,1932.64,5,5,4.00,55,champions
15603.00,284,1,40.00,1,1,1.00,11,hibernating
15605.00,9,5,738.57,5,4,3.00,54,champions
15606.00,26,8,2310.83,4,5,5.00,45,loyal_customers
15607.00,179,8,1604.21,1,5,4.00,15,cant_loose
15608.00,51,1,692.30,3,1,3.00,31,about_to_sleep
15611.00,19,13,1405.83,4,5,4.00,45,loyal_customers
15613.00,246,1,433.72,1,1,2.00,11,hibernating
15614.00,73,4,3147.36,2,4,5.00,24,at_Risk
15615.00,26,24,10974.23,4,5,5.00,45,loyal_customers
15616.00,74,1,317.11,2,1,2.00,21,hibernating
15617.00,32,3,828.55,4,3,3.00,43,potential_loyalists
15620.00,45,1,389.18,3,1,2.00,31,about_to_sleep
15622.00,63,8,4143.05,3,5,5.00,35,loyal_customers
15623.00,29,7,2136.02,4,5,4.00,45,loyal_customers
15625.00,12,5,1702.14,5,4,4.00,54,champions
15626.00,57,1,391.72,3,1,2.00,31,about_to_sleep
15627.00,93,2,566.90,2,3,3.00,23,at_Risk
15628.00,2,9,2782.02,5,5,5.00,55,champions
15629.00,86,4,2240.90,2,4,5.00,24,at_Risk
15630.00,280,1,295.05,1,1,2.00,11,hibernating
15631.00,278,1,596.67,1,1,3.00,11,hibernating
15633.00,145,13,4352.46,2,5,5.00,25,cant_loose
15634.00,19,1,311.10,4,1,2.00,41,promising
15635.00,31,1,100.35,4,1,1.00,41,promising
15636.00,73,2,719.82,2,3,3.00,23,at_Risk
15637.00,49,4,574.23,3,4,3.00,34,loyal_customers
15638.00,14,6,2265.20,5,5,5.00,55,champions
15639.00,87,2,639.76,2,3,3.00,23,at_Risk
15640.00,8,15,11441.92,5,5,5.00,55,champions
15641.00,32,8,3458.35,4,5,5.00,45,loyal_customers
15642.00,365,1,105.78,1,1,1.00,11,hibernating
15645.00,50,2,443.16,3,3,2.00,33,need_attention
15646.00,8,3,526.97,5,3,3.00,53,potential_loyalists
15647.00,51,1,169.00,3,1,1.00,31,about_to_sleep
15649.00,3,3,1354.35,5,3,4.00,53,potential_loyalists
15650.00,157,2,553.88,2,3,3.00,23,at_Risk
15651.00,56,2,612.76,3,3,3.00,33,need_attention
15652.00,23,4,1082.60,4,4,4.00,44,loyal_customers
15658.00,8,4,1399.37,5,4,4.00,54,champions
15659.00,22,2,226.04,4,3,1.00,43,potential_loyalists
15660.00,1,7,1212.13,5,5,4.00,55,champions
15661.00,15,6,906.15,5,5,3.00,55,champions
15662.00,297,2,283.73,1,3,2.00,13,at_Risk
15664.00,85,3,867.60,2,3,3.00,23,at_Risk
15665.00,47,3,1773.11,3,3,4.00,33,need_attention
15666.00,108,2,632.94,2,3,3.00,23,at_Risk
15670.00,192,1,152.15,1,1,1.00,11,hibernating
15672.00,361,1,45.30,1,1,1.00,11,hibernating
15673.00,87,5,3533.77,2,4,5.00,24,at_Risk
15674.00,53,8,4501.63,3,5,5.00,35,loyal_customers
15675.00,40,1,218.35,3,1,1.00,31,about_to_sleep
15677.00,57,2,648.40,3,3,3.00,33,need_attention
15678.00,31,2,1541.19,4,3,4.00,43,potential_loyalists
15680.00,2,8,3173.90,5,5,5.00,55,champions
15681.00,15,9,1563.54,5,5,4.00,55,champions
15682.00,235,2,318.24,1,3,2.00,13,at_Risk
15683.00,109,1,330.79,2,1,2.00,21,hibernating
15684.00,183,3,173.95,1,3,1.00,13,at_Risk
15685.00,86,1,55.98,2,1,1.00,21,hibernating
15686.00,56,1,90.00,3,1,1.00,31,about_to_sleep
15688.00,54,1,190.57,3,1,1.00,31,about_to_sleep
15689.00,253,1,266.93,1,1,2.00,11,hibernating
15691.00,30,3,434.50,4,3,2.00,43,potential_loyalists
15693.00,295,1,37.50,1,1,1.00,11,hibernating
15694.00,1,12,4331.41,5,5,5.00,55,champions
15695.00,233,2,721.06,1,3,3.00,13,at_Risk
15696.00,59,5,1170.11,3,4,4.00,34,loyal_customers
15697.00,325,1,246.75,1,1,1.00,11,hibernating
15698.00,260,1,46.20,1,1,1.00,11,hibernating
15702.00,112,2,140.39,2,3,1.00,23,at_Risk
15704.00,138,2,1524.34,2,3,4.00,23,at_Risk
15708.00,5,3,1014.48,5,3,4.00,53,potential_loyalists
15709.00,225,1,194.60,1,1,1.00,11,hibernating
15710.00,53,1,898.87,3,1,3.00,31,about_to_sleep
15711.00,192,2,420.25,1,3,2.00,13,at_Risk
15712.00,15,7,2400.05,5,5,5.00,55,champions
15713.00,2,3,654.09,5,3,3.00,53,potential_loyalists
15714.00,89,3,453.93,2,3,2.00,23,at_Risk
15715.00,191,5,658.02,1,4,3.00,14,at_Risk
15716.00,5,8,1938.00,5,5,4.00,55,champions
15717.00,57,4,456.70,3,4,2.00,34,loyal_customers
15718.00,176,1,293.79,2,1,2.00,21,hibernating
15719.00,17,18,5177.45,4,5,5.00,45,loyal_customers
15720.00,186,1,143.19,1,1,1.00,11,hibernating
15722.00,81,6,3035.54,2,5,5.00,25,cant_loose
15723.00,47,3,744.55,3,3,3.00,33,need_attention
15724.00,36,1,92.60,4,1,1.00,41,promising
15726.00,26,1,321.91,4,1,2.00,41,promising
15727.00,23,8,4266.55,4,5,5.00,45,loyal_customers
15728.00,15,2,544.60,5,3,3.00,53,potential_loyalists
15729.00,36,2,107.55,4,3,1.00,43,potential_loyalists
15730.00,17,2,605.70,4,3,3.00,43,potential_loyalists
15731.00,189,1,125.30,1,1,1.00,11,hibernating
15732.00,8,9,1387.95,5,5,4.00,55,champions
15734.00,72,2,923.85,2,3,3.00,23,at_Risk
15735.00,57,1,327.68,3,1,2.00,31,about_to_sleep
15736.00,71,2,1815.72,3,3,4.00,33,need_attention
15738.00,8,26,8560.55,5,5,5.00,55,champions
15741.00,94,2,208.62,2,3,1.00,23,at_Risk
15742.00,255,1,156.87,1,1,1.00,11,hibernating
15747.00,11,6,1588.57,5,5,4.00,55,champions
15748.00,85,2,465.45,2,3,2.00,23,at_Risk
15750.00,2,12,4331.71,5,5,5.00,55,champions
15751.00,96,11,1380.44,2,5,4.00,25,cant_loose
15752.00,8,3,1570.16,5,3,4.00,53,potential_loyalists
15754.00,129,6,2579.04,2,5,5.00,25,cant_loose
15755.00,15,11,3628.87,5,5,5.00,55,champions
15757.00,22,4,2225.94,4,4,5.00,44,loyal_customers
15759.00,147,4,577.89,2,4,3.00,24,at_Risk
15760.00,266,2,13916.34,1,3,5.00,13,at_Risk
15761.00,78,1,143.05,2,1,1.00,21,hibernating
15764.00,70,2,1223.11,3,3,4.00,33,need_attention
15765.00,302,1,370.63,1,1,2.00,11,hibernating
15766.00,92,2,516.00,2,3,3.00,23,at_Risk
15768.00,112,31,14979.26,2,5,5.00,25,cant_loose
15769.00,7,21,32451.60,5,5,5.00,55,champions
15770.00,248,1,321.45,1,1,2.00,11,hibernating
15771.00,240,3,1006.54,1,3,4.00,13,at_Risk
15772.00,54,1,280.88,3,1,2.00,31,about_to_sleep
15773.00,45,1,138.84,3,1,1.00,31,about_to_sleep
15774.00,54,5,1059.14,3,4,4.00,34,loyal_customers
15775.00,267,1,45.60,1,1,1.00,11,hibernating
15777.00,32,3,715.50,4,3,3.00,43,potential_loyalists
15778.00,67,1,307.95,3,1,2.00,31,about_to_sleep
15779.00,99,2,124.08,2,3,1.00,23,at_Risk
15782.00,66,1,1399.36,3,1,4.00,31,about_to_sleep
15784.00,103,2,848.33,2,3,3.00,23,at_Risk
15785.00,15,11,3640.96,5,5,5.00,55,champions
15786.00,53,2,3582.62,3,3,5.00,33,need_attention
15788.00,144,1,221.83,2,1,1.00,21,hibernating
15789.00,67,5,1610.71,3,4,4.00,34,loyal_customers
15791.00,165,3,1995.65,2,3,4.00,23,at_Risk
15792.00,35,2,933.84,4,3,3.00,43,potential_loyalists
15793.00,14,5,1433.96,5,4,4.00,54,champions
15794.00,372,2,777.00,1,3,3.00,13,at_Risk
15795.00,66,7,1369.86,3,5,4.00,35,loyal_customers
15796.00,10,9,2464.27,5,5,5.00,55,champions
15797.00,217,2,613.68,1,3,3.00,13,at_Risk
15798.00,128,3,1535.37,2,3,4.00,23,at_Risk
15799.00,54,1,540.15,3,1,3.00,31,about_to_sleep
15800.00,89,5,543.50,2,4,3.00,24,at_Risk
15803.00,81,3,1513.84,2,3,4.00,23,at_Risk
15805.00,21,13,4660.75,4,5,5.00,45,loyal_customers
15807.00,44,2,913.62,3,3,3.00,33,need_attention
15808.00,5,18,14674.96,5,5,5.00,55,champions
15809.00,95,2,758.67,2,3,3.00,23,at_Risk
15810.00,22,4,1607.06,4,4,4.00,44,loyal_customers
15811.00,1,2,1671.90,5,3,4.00,53,potential_loyalists
15812.00,71,7,3400.33,3,5,5.00,35,loyal_customers
15814.00,29,2,689.11,4,3,3.00,43,potential_loyalists
15816.00,178,2,144.15,1,3,1.00,13,at_Risk
15817.00,56,3,2766.40,3,3,5.00,33,need_attention
15818.00,224,1,340.50,1,1,2.00,11,hibernating
15819.00,67,6,2029.34,3,5,4.00,35,loyal_customers
15822.00,129,4,954.59,2,4,3.00,24,at_Risk
15823.00,8,3,3882.17,5,3,5.00,53,potential_loyalists
15824.00,89,2,890.94,2,3,3.00,23,at_Risk
15826.00,204,1,943.97,1,1,3.00,11,hibernating
15827.00,8,16,1957.98,5,5,4.00,55,champions
15828.00,11,1,1108.82,5,1,4.00,51,new_customers
15833.00,373,1,80.40,1,1,1.00,11,hibernating
15834.00,12,3,1539.24,5,3,4.00,53,potential_loyalists
15837.00,121,1,385.03,2,1,2.00,21,hibernating
15838.00,3,16,40519.92,5,5,5.00,55,champions
15841.00,22,5,1518.35,4,4,4.00,44,loyal_customers
15842.00,29,2,548.80,4,3,3.00,43,potential_loyalists
15845.00,172,3,714.51,2,3,3.00,23,at_Risk
15846.00,21,1,107.01,4,1,1.00,41,promising
15847.00,64,3,433.30,3,3,2.00,33,need_attention
15848.00,257,1,139.94,1,1,1.00,11,hibernating
15850.00,12,4,819.87,5,4,3.00,54,champions
15851.00,162,1,109.73,2,1,1.00,21,hibernating
15852.00,162,1,96.55,2,1,1.00,21,hibernating
15854.00,12,9,2609.16,5,5,5.00,55,champions
15855.00,112,1,340.48,2,1,2.00,21,hibernating
15856.00,1,26,17832.77,5,5,5.00,55,champions
15857.00,66,1,273.48,3,1,2.00,31,about_to_sleep
15858.00,3,9,2521.52,5,5,5.00,55,champions
15859.00,68,1,438.46,3,1,2.00,31,about_to_sleep
15860.00,4,10,1528.00,5,5,4.00,55,champions
15861.00,92,4,1236.43,2,4,4.00,24,at_Risk
15862.00,9,10,2095.41,5,5,4.00,55,champions
15863.00,253,3,289.86,1,3,2.00,13,at_Risk
15864.00,17,1,244.44,4,1,1.00,41,promising
15865.00,49,2,1353.79,3,3,4.00,33,need_attention
15867.00,5,17,5251.31,5,5,5.00,55,champions
15868.00,219,1,94.53,1,1,1.00,11,hibernating
15869.00,262,1,174.02,1,1,1.00,11,hibernating
15870.00,32,3,508.52,4,3,3.00,43,potential_loyalists
15871.00,73,1,33.10,2,1,1.00,21,hibernating
15872.00,14,2,434.75,5,3,2.00,53,potential_loyalists
15873.00,135,4,313.92,2,4,2.00,24,at_Risk
15874.00,23,14,6878.88,4,5,5.00,45,loyal_customers
15875.00,282,1,111.72,1,1,1.00,11,hibernating
15876.00,45,2,1449.14,3,3,4.00,33,need_attention
15878.00,197,2,330.77,1,3,2.00,13,at_Risk
15879.00,40,4,1157.30,3,4,4.00,34,loyal_customers
15880.00,5,1,343.28,5,1,2.00,51,new_customers
15882.00,4,6,979.62,5,5,3.00,55,champions
15884.00,68,2,249.70,3,3,1.00,33,need_attention
15885.00,19,12,1572.47,4,5,4.00,45,loyal_customers
15886.00,52,3,871.78,3,3,3.00,33,need_attention
15887.00,42,3,1027.15,3,3,4.00,33,need_attention
15888.00,36,2,260.85,4,3,2.00,43,potential_loyalists
15889.00,5,7,1359.41,5,5,4.00,55,champions
15890.00,30,5,535.65,4,4,3.00,44,loyal_customers
15892.00,305,1,128.20,1,1,1.00,11,hibernating
15893.00,117,1,305.28,2,1,2.00,21,hibernating
15894.00,5,1,156.74,5,1,1.00,51,new_customers
15898.00,3,22,4207.43,5,5,5.00,55,champions
15899.00,4,1,56.25,5,1,1.00,51,new_customers
15900.00,49,3,549.29,3,3,3.00,33,need_attention
15901.00,87,4,339.34,2,4,2.00,24,at_Risk
15902.00,16,1,145.01,4,1,1.00,41,promising
15903.00,14,5,3813.08,5,4,5.00,54,champions
15905.00,179,1,114.69,1,1,1.00,11,hibernating
15906.00,10,3,987.95,5,3,3.00,53,potential_loyalists
15908.00,126,2,764.57,2,3,3.00,23,at_Risk
15910.00,36,7,1449.62,4,5,4.00,45,loyal_customers
15911.00,259,8,1702.34,1,5,4.00,15,cant_loose
15912.00,72,7,810.08,2,5,3.00,25,cant_loose
15913.00,170,1,6.30,2,1,1.00,21,hibernating
15914.00,14,2,205.99,5,3,1.00,53,potential_loyalists
15915.00,37,1,429.21,3,1,2.00,31,about_to_sleep
15916.00,2,7,1899.08,5,5,4.00,55,champions
15917.00,242,4,437.53,1,4,2.00,14,at_Risk
15918.00,267,1,248.65,1,1,1.00,11,hibernating
15919.00,4,1,270.72,5,1,2.00,51,new_customers
15920.00,60,5,404.14,3,4,2.00,34,loyal_customers
15921.00,32,3,466.08,4,3,2.00,43,potential_loyalists
15922.00,9,1,369.50,5,1,2.00,51,new_customers
15923.00,8,1,127.08,5,1,1.00,51,new_customers
15924.00,367,1,102.82,1,1,1.00,11,hibernating
15926.00,178,1,134.44,1,1,1.00,11,hibernating
15927.00,283,1,123.39,1,1,1.00,11,hibernating
15928.00,292,1,293.53,1,1,2.00,11,hibernating
15929.00,280,1,594.00,1,1,3.00,11,hibernating
15931.00,64,1,239.90,3,1,1.00,31,about_to_sleep
15934.00,53,2,2190.66,3,3,5.00,33,need_attention
15936.00,15,2,282.79,5,3,2.00,53,potential_loyalists
15938.00,92,4,330.23,2,4,2.00,24,at_Risk
15939.00,10,1,2945.38,5,1,5.00,51,new_customers
15941.00,273,1,405.00,1,1,2.00,11,hibernating
15943.00,285,2,271.29,1,3,2.00,13,at_Risk
15944.00,29,3,1839.14,4,3,4.00,43,potential_loyalists
15945.00,1,4,646.27,5,4,3.00,54,champions
15946.00,138,3,2304.18,2,3,5.00,23,at_Risk
15948.00,60,1,553.85,3,1,3.00,31,about_to_sleep
15950.00,11,6,5415.20,5,5,5.00,55,champions
15951.00,17,1,304.95,4,1,2.00,41,promising
15953.00,5,11,2010.17,5,5,4.00,55,champions
15954.00,225,1,190.75,1,1,1.00,11,hibernating
15955.00,8,9,4242.10,5,5,5.00,55,champions
15956.00,187,2,617.60,1,3,3.00,13,at_Risk
15957.00,56,2,501.21,3,3,2.00,33,need_attention
15958.00,39,3,388.64,3,3,2.00,33,need_attention
15959.00,318,3,579.49,1,3,3.00,13,at_Risk
15960.00,10,4,410.95,5,4,2.00,54,champions
15961.00,15,1,451.29,5,1,2.00,51,new_customers
15962.00,85,1,295.83,2,1,2.00,21,hibernating
15964.00,299,1,272.96,1,1,2.00,11,hibernating
15965.00,3,10,2167.45,5,5,5.00,55,champions
15966.00,86,1,426.53,2,1,2.00,21,hibernating
15967.00,15,10,2622.77,5,5,5.00,55,champions
15968.00,24,1,418.05,4,2,2.00,42,potential_loyalists
15969.00,61,2,460.95,3,3,2.00,33,need_attention
15970.00,234,1,703.22,1,2,3.00,12,hibernating
15971.00,21,6,1702.98,4,5,4.00,45,loyal_customers
15972.00,92,5,1810.27,2,4,4.00,24,at_Risk
15973.00,2,3,680.62,5,3,3.00,53,potential_loyalists
15976.00,46,4,1315.70,3,4,4.00,34,loyal_customers
15978.00,68,2,2180.64,3,3,5.00,33,need_attention
15979.00,238,1,329.22,1,2,2.00,12,hibernating
15980.00,126,4,4194.82,2,4,5.00,24,at_Risk
15981.00,37,13,5954.29,3,5,5.00,35,loyal_customers
15982.00,241,1,324.51,1,2,2.00,12,hibernating
15983.00,1,6,2483.80,5,5,5.00,55,champions
15984.00,4,21,5921.65,5,5,5.00,55,champions
15985.00,72,5,1572.86,2,4,4.00,24,at_Risk
15986.00,17,1,186.30,4,2,1.00,42,potential_loyalists
15987.00,4,2,230.85,5,3,1.00,53,potential_loyalists
15988.00,187,2,612.06,1,3,3.00,13,at_Risk
15989.00,11,2,372.51,5,3,2.00,53,potential_loyalists
15990.00,130,5,1217.94,2,4,4.00,24,at_Risk
15991.00,170,1,150.55,2,2,1.00,22,hibernating
15992.00,32,2,854.61,4,3,3.00,43,potential_loyalists
15994.00,47,2,775.11,3,3,3.00,33,need_attention
15995.00,50,1,696.19,3,2,3.00,32,about_to_sleep
15996.00,2,2,626.22,5,3,3.00,53,potential_loyalists
15998.00,29,11,5218.37,4,5,5.00,45,loyal_customers
15999.00,371,1,20.40,1,2,1.00,12,hibernating
16001.00,17,1,583.39,4,2,3.00,42,potential_loyalists
16002.00,261,1,169.21,1,2,1.00,12,hibernating
16003.00,17,5,2878.46,4,4,5.00,44,loyal_customers
16004.00,110,5,2146.39,2,4,5.00,24,at_Risk
16005.00,11,6,1820.83,5,5,4.00,55,champions
16006.00,23,1,245.77,4,2,1.00,42,potential_loyalists
16007.00,19,3,1373.20,4,3,4.00,43,potential_loyalists
16008.00,18,12,4905.35,4,5,5.00,45,loyal_customers
16010.00,12,8,1316.56,5,5,4.00,55,champions
16011.00,2,14,2517.75,5,5,5.00,55,champions
16012.00,37,2,1574.50,3,3,4.00,33,need_attention
16013.00,7,39,20315.84,5,5,5.00,55,champions
16014.00,44,2,467.89,3,3,2.00,33,need_attention
16016.00,2,4,1025.18,5,4,4.00,54,champions
16017.00,53,4,1341.95,3,4,4.00,34,loyal_customers
16018.00,32,2,289.23,4,3,2.00,43,potential_loyalists
16019.00,17,18,13679.61,4,5,5.00,45,loyal_customers
16021.00,31,2,532.25,4,3,3.00,43,potential_loyalists
16024.00,47,2,232.96,3,3,1.00,33,need_attention
16027.00,93,9,1113.74,2,5,4.00,25,cant_loose
16028.00,231,1,82.20,1,2,1.00,12,hibernating
16029.00,8,47,41184.30,5,5,5.00,55,champions
16032.00,92,6,1970.45,2,5,4.00,25,cant_loose
16033.00,5,8,2019.73,5,5,4.00,55,champions
16034.00,30,3,491.02,4,3,2.00,43,potential_loyalists
16035.00,196,1,217.73,1,2,1.00,12,hibernating
16036.00,60,2,1797.92,3,3,4.00,33,need_attention
16037.00,180,2,654.32,1,3,3.00,13,at_Risk
16039.00,59,2,456.40,3,3,2.00,33,need_attention
16040.00,66,4,1103.35,3,4,4.00,34,loyal_customers
16042.00,15,3,1067.85,5,3,4.00,53,potential_loyalists
16043.00,15,4,1082.60,5,4,4.00,54,champions
16044.00,71,1,340.84,3,2,2.00,32,about_to_sleep
16045.00,52,4,2094.23,3,4,4.00,34,loyal_customers
16046.00,198,1,235.78,1,2,1.00,12,hibernating
16047.00,318,1,107.14,1,2,1.00,12,hibernating
16048.00,9,4,818.79,5,4,3.00,54,champions
16049.00,11,3,787.89,5,3,3.00,53,potential_loyalists
16050.00,19,2,162.80,4,3,1.00,43,potential_loyalists
16051.00,317,1,188.44,1,2,1.00,12,hibernating
16053.00,49,4,2122.89,3,4,4.00,34,loyal_customers
16054.00,54,3,1327.98,3,3,4.00,33,need_attention
16057.00,155,3,1591.73,2,3,4.00,23,at_Risk
16058.00,42,1,62.70,3,2,1.00,32,about_to_sleep
16059.00,3,7,1757.91,5,5,4.00,55,champions
16060.00,36,3,541.95,4,3,3.00,43,potential_loyalists
16061.00,67,1,89.65,3,2,1.00,32,about_to_sleep
16062.00,15,4,1709.83,5,4,4.00,54,champions
16064.00,361,1,111.00,1,2,1.00,12,hibernating
16065.00,1,8,2010.53,5,5,4.00,55,champions
16067.00,198,3,3395.29,1,3,5.00,13,at_Risk
16068.00,229,1,122.93,1,2,1.00,12,hibernating
16069.00,53,1,457.70,3,2,2.00,32,about_to_sleep
16071.00,163,3,750.56,2,3,3.00,23,at_Risk
16072.00,64,3,3744.57,3,3,5.00,33,need_attention
16074.00,26,1,265.25,4,2,2.00,42,potential_loyalists
